k 	 E 
-3.141592653589793 	 (-0.1371563668776381+1.3010426069826053e-18j)
-2.0943951023931953 	 (-0.04591690211632676+6.938893903907228e-18j)
-1.0471975511965974 	 (-0.045916902116326846+0j)
4.440892098500626e-16 	 (-0.1371563668776381-1.734723475976807e-18j)
1.0471975511965983 	 (-0.04591690211632665-6.938893903907228e-18j)
2.0943951023931957 	 (-0.04591690211632682+0j)
