
0.14	-0.054422661351266166
1	-0.5931998848013297
1e-16	0.0
1e-16	-1.581160252609268e-17
100000000000.0	-66666666666.57034
100000000000.0	-66666666666.57034
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
0.14	-0.054422661351266166
